+-----+-----------------------------------------------------------------------------------------------------+
|topic|topic_words                                                                                          |
|eruvim-merged.txt-069b-0046  |63   |63:85.8%, 181:6.6%, 125:6.4%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-069b-0047  |63   |63:84.6%, 181:8.0%, 31:5.9%    |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-069b-0048  |63   |63:97.3%, 31:1.9%, 157:0.0%    |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-069b-0049  |63   |63:87.7%, 127:8.0%, 31:3.6%    |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-069b-0050  |63   |63:87.3%, 127:8.9%, 193:3.0%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-069b-0051  |63   |63:73.9%, 127:18.0%, 193:6.9%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-069b-0052  |63   |63:79.1%, 193:18.9%, 157:0.0%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-069b-0053  |63   |63:67.2%, 3:22.7%, 76:7.6%     |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-069b-0054  |63   |63:75.0%, 3:15.7%, 76:7.2%     |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-069b-0055  |63   |63:72.7%, 96:8.6%, 3:8.2%      |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-069b-0056  |63   |63:48.8%, 45:29.3%, 96:6.0%    |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-069b-0057  |63   |63:49.0%, 45:15.2%, 190:8.4%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-069b-0058  |63   |63:48.4%, 45:14.4%, 190:9.8%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-069b-0059  |63   |63:60.2%, 190:15.7%, 27:7.6%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-069b-0060  |63   |63:81.6%, 94:8.5%, 127:4.7%    |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-069b-0061  |63   |63:89.0%, 137:4.5%, 94:2.9%    |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-069b-0062  |63   |63:93.2%, 137:6.1%, 157:0.0%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-069b-0063  |63   |63:91.6%, 137:7.6%, 157:0.0%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-069b-0064  |63   |63:93.6%, 137:2.6%, 199:2.6%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-069b-0065  |63   |63:59.6%, 126:17.5%, 22:17.4%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-069b-0066  |63   |63:55.7%, 126:20.4%, 22:16.8%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-069b-0067  |63   |63:51.6%, 22:20.6%, 126:19.7%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-069b-0068  |63   |63:60.8%, 126:16.7%, 27:13.4%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070a-0000  |63   |63:81.1%, 126:17.8%, 157:0.0%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070a-0001  |63   |63:83.0%, 126:16.0%, 157:0.0%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070a-0002  |63   |63:74.1%, 126:24.5%, 157:0.0%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070a-0003  |63   |63:77.2%, 181:19.2%, 51:2.7%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070a-0004  |63   |63:72.6%, 181:21.2%, 199:5.4%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070a-0005  |63   |63:75.4%, 181:15.9%, 31:8.1%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070a-0006  |63   |63:81.4%, 31:15.0%, 178:2.8%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070a-0007  |63   |63:82.9%, 31:16.4%, 157:0.0%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070a-0008  |63   |63:99.1%, 157:0.0%, 22:0.0%    |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070a-0009  |63   |63:99.4%, 157:0.0%, 22:0.0%    |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070a-0010  |63   |63:97.4%, 94:1.9%, 157:0.0%    |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070a-0011  |63   |63:96.5%, 94:2.7%, 157:0.0%    |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070a-0012  |63   |63:85.6%, 94:9.9%, 163:2.7%    |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070a-0013  |63   |63:91.1%, 163:6.4%, 157:0.0%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070a-0014  |63   |63:84.9%, 177:5.6%, 161:5.1%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070a-0015  |63   |63:86.5%, 177:5.0%, 161:4.6%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070a-0016  |63   |63:85.2%, 16:6.7%, 177:3.6%    |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070a-0017  |63   |63:83.8%, 156:5.9%, 94:5.2%    |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070a-0018  |63   |63:81.9%, 51:10.0%, 94:4.7%    |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070a-0019  |63   |63:83.0%, 51:9.0%, 94:7.0%     |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070a-0020  |63   |63:71.3%, 94:20.2%, 51:7.5%    |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070a-0021  |137  |137:82.5%, 94:16.5%, 63:0.0%   |phylacteries, middle, pair, mitzva, time, outer, corner, arm, donning, intent                     |
|eruvim-merged.txt-070a-0022  |137  |137:77.5%, 94:21.4%, 63:0.0%   |phylacteries, middle, pair, mitzva, time, outer, corner, arm, donning, intent                     |
|eruvim-merged.txt-070a-0023  |137  |137:83.4%, 94:9.7%, 185:5.5%   |phylacteries, middle, pair, mitzva, time, outer, corner, arm, donning, intent                     |
|eruvim-merged.txt-070a-0024  |63   |63:33.1%, 73:28.7%, 94:16.8%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070a-0025  |63   |63:44.6%, 73:25.4%, 94:12.9%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070a-0026  |63   |63:61.9%, 73:32.1%, 94:5.1%    |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070a-0027  |63   |63:90.5%, 167:8.3%, 157:0.0%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070a-0028  |63   |63:94.2%, 167:5.0%, 157:0.0%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070a-0029  |63   |63:91.4%, 121:7.8%, 157:0.0%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070a-0030  |63   |63:85.3%, 121:11.0%, 94:2.8%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070a-0031  |63   |63:78.9%, 121:15.3%, 94:4.4%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070a-0032  |63   |63:90.0%, 31:4.8%, 94:4.0%     |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070a-0033  |63   |63:96.3%, 31:2.9%, 157:0.0%    |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070a-0034  |63   |63:96.1%, 31:3.1%, 157:0.0%    |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070a-0035  |63   |63:97.9%, 167:1.5%, 157:0.0%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070a-0036  |63   |63:97.0%, 167:2.3%, 157:0.0%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070a-0037  |63   |63:84.2%, 94:11.3%, 167:2.7%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070a-0038  |63   |63:62.5%, 94:29.8%, 31:5.0%    |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070a-0039  |63   |63:53.0%, 94:37.5%, 31:6.3%    |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070a-0040  |63   |63:76.9%, 94:10.9%, 31:4.4%    |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070a-0041  |63   |63:80.5%, 121:10.9%, 177:5.4%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070a-0042  |63   |63:85.5%, 177:5.4%, 121:5.3%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070a-0043  |63   |63:86.3%, 100:6.5%, 109:6.0%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070a-0044  |63   |63:73.3%, 100:8.7%, 167:5.1%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070a-0045  |63   |63:71.0%, 100:13.6%, 167:5.9%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070a-0046  |63   |63:79.3%, 81:6.8%, 60:6.5%     |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070a-0047  |63   |63:75.6%, 94:23.4%, 157:0.0%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070a-0048  |63   |63:60.5%, 94:36.3%, 130:2.4%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070a-0049  |63   |63:61.0%, 94:35.3%, 130:3.0%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070a-0050  |63   |63:74.1%, 94:13.6%, 130:7.9%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070a-0051  |63   |63:94.3%, 181:3.2%, 137:1.8%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070a-0052  |63   |63:89.5%, 121:5.0%, 181:3.3%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070a-0053  |63   |63:80.8%, 181:12.8%, 121:3.4%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070a-0054  |63   |63:63.1%, 181:30.3%, 121:3.0%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070a-0055  |63   |63:53.1%, 181:34.5%, 178:8.7%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070a-0056  |63   |63:58.8%, 156:28.5%, 178:6.0%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070a-0057  |63   |63:62.1%, 156:36.8%, 157:0.0%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070b-0000  |63   |63:78.7%, 167:12.6%, 156:4.5%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070b-0001  |63   |63:71.9%, 167:13.0%, 156:8.9%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070b-0002  |63   |63:65.5%, 156:15.1%, 51:6.8%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070b-0003  |63   |63:27.2%, 127:24.7%, 18:15.1%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070b-0004  |63   |63:47.4%, 127:31.5%, 156:6.1%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070b-0005  |63   |63:52.2%, 154:17.3%, 127:13.2% |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070b-0006  |63   |63:49.4%, 154:22.1%, 121:9.3%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070b-0007  |63   |63:47.1%, 69:17.3%, 157:11.6%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070b-0008  |63   |63:41.0%, 69:37.3%, 193:8.3%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070b-0009  |63   |63:50.1%, 69:31.3%, 193:6.9%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070b-0010  |63   |63:47.5%, 69:19.0%, 48:17.0%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070b-0011  |63   |63:44.7%, 48:26.2%, 18:11.1%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070b-0012  |157  |157:45.7%, 63:24.3%, 48:17.4%  |domain, partition, public, ten, area, handbreadths, private, water, partitions, strong            |
|eruvim-merged.txt-070b-0013  |63   |63:50.3%, 157:40.1%, 95:3.4%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070b-0014  |63   |63:52.6%, 157:27.6%, 54:5.4%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070b-0015  |63   |63:65.7%, 157:13.6%, 54:5.7%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070b-0016  |63   |63:63.9%, 104:10.7%, 106:9.1%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070b-0017  |63   |63:83.1%, 104:6.0%, 28:5.0%    |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070b-0018  |63   |63:73.0%, 172:7.2%, 104:6.7%   |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070b-0019  |63   |63:69.8%, 172:12.4%, 161:8.8%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070b-0020  |63   |63:39.3%, 127:27.6%, 156:9.6%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
|eruvim-merged.txt-070b-0021  |127  |127:51.1%, 63:32.2%, 31:8.1%   |alleyways, rav, merging, alleyway, im, isda, entrance, huna, said, amora                          |
|eruvim-merged.txt-070b-0022  |127  |127:36.1%, 63:32.0%, 31:15.0%  |alleyways, rav, merging, alleyway, im, isda, entrance, huna, said, amora                          |
|eruvim-merged.txt-070b-0023  |63   |63:34.3%, 31:16.4%, 156:15.4%  |courtyard, eiruv, rights, prohibited, residents, domain, carrying, establish, carry, rabbi        |
